Timestamp,Trial Start Year,Enrollment,Location,Notes,Trial ID
11/12/2021 19:01:26,2010,71,EEA Only,The EUCTR entry for this now contains 2 results documents. One outlining some details but not results and a paper that is clearly not the trial described. The document has some information (like enrollment) and the other info was taken from the registration.,2009-009056-20
11/14/2021 11:35:02,2004,54,EEA and Non-EEA,Mainly from paper cross-reffed with EUCTR reg,2004-000753-30
11/14/2021 11:37:24,2015,44,EEA and Non-EEA,Agreement between sources,2015-003696-30
11/14/2021 11:47:49,2010,87,EEA and Non-EEA,Agreement,2010-021217-23
11/14/2021 11:49:11,2014,20,EEA Only,From EUCTR entry only source,2010-024119-15
11/14/2021 11:51:49,2015,80,EEA Only,Agreement,2014-000177-39
11/14/2021 11:54:10,2008,44,EEA and Non-EEA,Agreement,2008-000725-18
11/14/2021 11:57:03,2007,53,EEA Only,Mainly from article cross-reffed with euctr entry,2007-003461-41
11/14/2021 12:02:07,2013,34,Non-EEA,"Mainly from article. While Estonia protoocol registerd on EUCTR, no reported enrollment in Estonia in results, only US.",2013-003227-11
11/14/2021 12:04:28,2012,42,EEA Only,Agreement,2011-005461-21
11/14/2021 12:07:26,2010,240,EEA Only,From paper cross-reffed with EUCTR entry,2010-019913-12
11/14/2021 12:09:18,2008,390,EEA and Non-EEA,Agreement,2007-006033-14
11/14/2021 12:14:04,2005,100,EEA Only,Agreement between registrations.,2005-001191-12
11/14/2021 12:16:19,2006,18,EEA Only,Agreement between registrations,2005-004128-38
11/14/2021 12:18:02,2011,241,EEA and Non-EEA,Agreement,2007-000180-13
11/14/2021 12:20:31,2007,90,EEA Only,Agreement,2006-002787-26
11/14/2021 12:23:27,2010,252,EEA Only,Agreement,2010-020168-39
11/14/2021 12:25:13,2005,36,EEA Only,EUCTR results doc,2005-001384-60
11/14/2021 12:27:23,2010,61,EEA Only,Agreement,2009-017752-28
11/15/2021 23:59:58,2006,111,EEA Only,Agreement,2005-002233-12
11/16/2021 0:02:43,2010,51,EEA Only,51 enrolled. Agreement otherwise.,2009-017831-16
11/16/2021 0:09:02,2009,2148,EEA Only,EUCTR reg only source.,2008-004387-39
11/16/2021 10:18:05,2010,190,EEA and Non-EEA,General agreement (enrollment based on registries),2009-018097-64
11/16/2021 10:20:19,2004,57,EEA Only,Agreement,2004-003755-39
11/16/2021 10:22:06,2014,467,EEA and Non-EEA,Agreement,2013-004654-13
11/16/2021 10:23:38,2008,465,EEA and Non-EEA,General agreement. Defaulted to EUCTR for slight discrepancy in enrollment (1 pt),2008-000718-63
11/16/2021 10:26:36,2008,32,EEA and Non-EEA,From EUCTR results cross-reffed with ct.gov. 31 Seems to be amount actually randomized.,2007-003481-18
11/16/2021 17:59:51,2015,658,EEA and Non-EEA,Agreement,2014-001759-22
11/16/2021 18:08:15,2015,240,EEA and Non-EEA,Agreement,2014-003558-15
11/16/2021 18:10:09,2005,201,EEA Only,Agreement,2004-005135-26
11/17/2021 12:43:48,2016,84,EEA Only,ISRCTN results confirm 84 randomized. 76 was just analysis pop.,2016-002210-46
11/17/2021 12:45:00,2016,44,EEA Only,EUCTR results,2014-005556-25
11/17/2021 12:48:19,2011,140,EEA Only,Preferring 2011 date in more recent EUCTR results than in paper (2012),2011-004498-96
11/17/2021 12:53:00,2008,61,EEA Only,Agreement,2007-003767-51
11/17/2021 12:56:24,2014,20,EEA Only,"Going with paper for enrollment as has most detailed information on the topic (no EUCTR results, ClinicalTrials.gov says 36)",2013-005062-19
11/17/2021 12:59:09,2009,496,EEA and Non-EEA,496 is number randomized (compared to 551 enrolled). Agreement.,2008-007167-16
11/17/2021 13:00:43,2016,22,EEA Only,Agreement,2016-001638-84
11/17/2021 13:02:07,2007,1847,EEA and Non-EEA,Agreement,2006-004942-18
11/17/2021 13:22:43,2009,19,EEA Only,Best guess on enrollment based mainly on ClinicalTrials.gov and cross-referencing with the study design publication.,2008-005451-23
11/17/2021 13:25:48,2010,1022,EEA and Non-EEA,Agreement,2009-013552-72
11/17/2021 13:28:35,2015,32,EEA and Non-EEA,Agreement,2014-004751-31
11/17/2021 13:30:51,2011,35,EEA Only,Based mainly on article and date of final approval on EUCTR reg,2011-003654-40
11/17/2021 13:31:59,2009,40,EEA Only,EUCTR reg only source,2009-012102-39
11/17/2021 15:00:23,2007,123,EEA and Non-EEA,Agreement,2006-006946-32
11/17/2021 15:02:24,2010,65,EEA and Non-EEA,Agreement,2009-016383-36
11/17/2021 15:03:55,2007,504,EEA and Non-EEA,Agreement,2006-005804-15
11/17/2021 15:07:48,2005,178,EEA Only,Agreement,2005-002950-23
11/17/2021 18:06:50,2006,70,EEA and Non-EEA,Agreement,2006-005746-36
11/17/2021 18:10:10,2004,133,EEA Only,Recruitment locations were Hungary and Germany per paper and EUCTR results. 133 is randomized.,2004-000186-35
11/17/2021 18:13:20,2007,5,EEA Only,Agreement. Enrollment from EUCTR results.,2006-006426-26
11/17/2021 18:37:42,2011,100,EEA Only,Best info comparing registrations and potential abstract,2011-000401-50
11/17/2021 18:40:51,2009,55,EEA and Non-EEA,"From paper and approvals, 2009 seems much more rationale of a start date than 2004 on CT.gov. ",2009-017449-72
11/17/2021 18:45:03,2011,56,EEA Only,Agreement between EUCTR reg and paper,2011-000197-53
11/17/2021 18:47:22,2010,198,EEA and Non-EEA,Agreement,2011-002268-26
11/17/2021 18:49:47,2012,35,EEA Only,Agreement. For start year perferring euctr results over clincialtrials.gov as more recent,2012-001570-29
11/17/2021 18:53:26,2005,53,EEA and Non-EEA,Agreement,2005-000561-18
11/17/2021 19:02:51,2008,127,EEA Only,Based mainly on CT.gov cross-reffed with EUCTR reg,2007-005757-28
11/17/2021 19:04:36,2007,102,EEA Only,Based on CT.gov reg cross-reffed with EUCTR,2007-000515-29
11/17/2021 19:05:57,2011,7,EEA and Non-EEA,Mainly from CT.gov,2011-000774-58
11/17/2021 19:07:06,2009,24,EEA Only,Based on EUCTR reg only source,2008-007238-23
11/17/2021 23:04:05,2007,40,EEA Only,No much but two outdated registries. Used EUCTR info.,2007-000214-37
11/17/2021 23:04:53,2009,30,EEA Only,EUCTR reg only,2009-014670-17
11/17/2021 23:19:41,2009,50,EEA Only,EUCTR reg only,2009-010549-30
11/17/2021 23:21:23,2013,270,EEA Only,Agreement between registries,2013-001421-55
11/17/2021 23:25:00,2007,30,EEA Only,EUCTR reg only,2007-007787-25
11/17/2021 23:26:35,2013,10,EEA Only,EUCTR reg only,2013-004562-33
11/17/2021 23:30:31,2006,178,EEA Only,Based mostly on publication compared to registries,2005-005981-35
11/17/2021 23:34:13,2013,19,EEA Only,EUCTR results,2012-004368-23
11/17/2021 23:36:57,2005,43,EEA Only,Agreement,2005-001502-11
11/17/2021 23:40:23,2006,31,EEA Only,Agreement b/w article and EUCTR on enrollment. Everything else agrement.,2005-003740-62
11/17/2021 23:47:55,2014,40,EEA Only,Used article for enrollment (1 off from CT.gov). Agreement otherwise.,2013-002183-63
11/17/2021 23:50:22,2013,494,EEA and Non-EEA,Agreement,2013-003660-31
11/17/2021 23:54:03,2008,64,EEA and Non-EEA,Based mainly on ClinicalTrials.gov,2007-007940-92
11/17/2021 23:55:00,2016,51,EEA Only,EUCTR results,2014-001158-41
11/18/2021 0:01:00,2007,38,EEA Only,Relying mainly on results abstract located and ISRCTN,2006-000945-20
11/18/2021 0:04:47,2006,126,EEA Only,Mainly based on paper (compared to recently submitted EUCTR results doc),2005-000786-19
11/18/2021 0:26:40,2011,75,EEA Only,Used registry numbers as consistent. Can't confirm abstract is same study but similar numbers anyway (80 vs 75).,2010-019591-67
11/18/2021 0:28:34,2014,405,EEA and Non-EEA,Agreement,2013-000536-10
11/18/2021 0:32:04,2017,29,EEA and Non-EEA,Agreement,2017-001373-16
11/18/2021 0:41:32,2013,65,EEA Only,65 randomized. Agreement otherwise,2013-000056-18
11/18/2021 0:42:45,2007,60,EEA Only,EUCTR reg only,2006-006583-35
11/18/2021 0:47:46,2005,63,Non-EEA,"Based on the article (with a confirmed link to registration) while the study involved Finnish researchers, recruitment only took place in South Africa.",2005-003071-20
11/18/2021 0:50:30,2008,110,EEA Only,EUCTR reg only,2008-002131-32
11/18/2021 0:51:58,2007,256,EEA and Non-EEA,Agreement,2006-003485-33
11/18/2021 0:53:52,2009,396,EEA Only,Agreement,2007-003103-12
11/18/2021 0:55:52,2008,60,EEA Only,Agreement,2008-003575-47
11/18/2021 0:56:57,2005,62,EEA Only,EUCTR reg only,2005-001245-41
11/18/2021 1:01:21,2012,3127,EEA Only,Agreement,2011-005616-29
11/18/2021 1:06:40,2008,18,EEA Only,Enrollment for Phase 1 and 2 from article. ,2008-001842-19
11/18/2021 1:24:25,2007,8,EEA and Non-EEA,Agreement,2007-000710-37
11/18/2021 12:10:03,2006,800,EEA and Non-EEA,Agreement between registrations,2006-000654-43
11/18/2021 12:11:48,2006,357,Non-EEA,Agreement. Paper confirmed 1 more participant randomized,2016-004944-12
11/18/2021 13:01:27,2011,6,EEA Only,Agreement between updated sources,2009-010186-23
11/18/2021 13:03:14,2014,1063,EEA and Non-EEA,EUCTR results x-reffed with CTG,2013-002451-15
11/18/2021 13:04:00,2011,40,EEA Only,Agreement,2009-014441-93
11/18/2021 13:06:52,2010,73,Non-EEA,Agreement,2014-004335-39
11/18/2021 13:08:28,2006,47,EEA Only,Agreement (47 randomized in EUCTR results doc 1 off from CTG),2006-002060-26
11/18/2021 13:13:53,2007,755,EEA and Non-EEA,Agreement,2006-003087-59
11/18/2021 13:21:56,2010,5,EEA Only,"These results were presented together with 2 other similar studies but the French arm, what is registered here (separately from the others), had 5 people in it. Agreement about this throughout.",2008-002380-14
11/18/2021 13:43:08,2008,59,EEA Only,Agreement,2008-008359-40
11/18/2021 13:49:59,2012,772,EEA and Non-EEA,Agreement between CTG and article,2012-002255-42
11/18/2021 13:52:48,2010,1195,EEA and Non-EEA,Agreement,2010-018283-16
11/18/2021 13:54:51,2012,194,EEA and Non-EEA,Agreement,2012-002669-37
11/18/2021 14:05:17,2006,78,EEA Only,Agreement,2005-005532-27
11/18/2021 14:06:50,2011,1735,EEA and Non-EEA,Agreement,2011-002453-65
11/18/2021 14:08:57,2009,66,EEA Only,Agreement. Start year in paper.,2008-007987-40
11/18/2021 14:12:21,2006,103,EEA Only,103 is randomized from paper. Agreement otherwise.,2005-003555-13
11/18/2021 14:15:29,2004,165,EEA Only,Agreement,2004-003797-28
11/18/2021 14:16:40,2014,8,EEA Only,Agreement between reg,2013-003328-35
11/18/2021 14:18:23,2006,143,EEA Only,agreement,2005-000662-39
11/18/2021 14:21:24,2016,1102,EEA and Non-EEA,Agreement,2015-002898-37
11/18/2021 14:27:44,2009,51,EEA Only,Mainly from paper cross-reffed with euctr entry,2008-008749-39
11/18/2021 14:32:05,2012,84,EEA and Non-EEA,Mainly from EUCTR results compared to other sources.,2012-001125-27
11/18/2021 14:33:21,2006,100,EEA Only,Based on EUCTR reg only source,2006-000978-68
11/18/2021 15:22:29,2013,43,EEA Only,Agreement where info available,2012-004300-35
11/18/2021 15:24:38,2009,12,EEA Only,2009 latest approval. 12 is pts actually enrolled from paper. ,2009-011165-85
11/18/2021 15:27:10,2012,201,EEA Only,"While they wanted 100 participats for Phase 2, 201 actually entered in Phase 1",2012-001809-24
11/18/2021 15:29:03,2009,656,EEA Only,Agreement,2008-006014-20
11/18/2021 15:31:26,2008,226,EEA and Non-EEA,226 randomized in EUCTR doc results. Agreement on others.,2007-001097-90
11/18/2021 15:33:09,2016,763,EEA and Non-EEA,Agreement,2015-004026-34
11/18/2021 15:35:00,2011,26,EEA Only,Agreement,2011-000133-37
11/18/2021 15:36:51,2006,30,EEA and Non-EEA,Agreement between regs,2006-002696-40
11/19/2021 11:26:49,2009,34,EEA Only,Agreement,2008-005903-25
11/19/2021 11:30:45,2007,396,EEA and Non-EEA,Agreement,2005-003401-87
11/19/2021 11:33:55,2013,2,EEA Only,Very detailed EUCTR results,2012-004442-15
11/19/2021 11:39:58,2010,16000,EEA Only,EUCTR reg only,2009-009921-28
11/19/2021 11:47:26,2011,108,EEA Only,Agreement between reg. Used CTG for start date as more recent info than EUCTR.,2009-011039-11
11/19/2021 11:49:05,2011,150,EEA Only,EUCTR reg only source,2010-019109-40
11/19/2021 11:50:16,2010,210,EEA Only,EUCTR reg only source,2010-018686-36
11/19/2021 11:52:34,2011,54,EEA and Non-EEA,54 entered Part 1 of study (per paper) so using that number. ,2010-021850-20
11/19/2021 12:05:07,2008,276,EEA Only,Agreement,2008-001968-36
11/19/2021 12:07:58,2006,288,EEA and Non-EEA,Agreement,2005-005597-67
11/19/2021 12:10:34,2011,157,EEA Only,Agreement,2010-023023-19
11/19/2021 12:14:12,2007,53,EEA Only,A bit confusing on enrollment and multi-stage. Taking largest number entered into any part which is 53. Not loads of detail in article so had to use EUCTR reg for other parts.,2006-004296-35
11/19/2021 12:15:58,2002,131,Non-EEA,131 assigned to tx.,2014-004162-17
11/19/2021 12:18:21,2012,500,EEA and Non-EEA,Agreement,2011-001965-42
11/19/2021 12:23:11,2007,529,EEA Only,Used 2007 as start year from CTG as most recently checked/updated. Paper didn't include start year.,2006-002940-28
11/19/2021 12:26:42,2010,398,EEA and Non-EEA,Agreement,2009-017479-29
11/19/2021 12:31:02,2012,363,EEA and Non-EEA,Agreement (Enrollment on EUCTR (359) slightly off from paper. Used randomized number from paper).,2012-000347-28
11/19/2021 12:33:46,2011,52,EEA Only,Agreement,2011-002865-39
11/19/2021 12:35:34,2013,1669,EEA and Non-EEA,Agreement,2013-001141-14
11/19/2021 12:37:48,2011,580,EEA and Non-EEA,Agreement,2010-022455-31
11/19/2021 12:39:45,2015,22,EEA Only,Relied on more recently updated CTG entry.,2014-004194-16
11/19/2021 12:41:47,2013,39,EEA and Non-EEA,39 is Randomized. Agreement.,2011-006294-26
11/19/2021 12:44:45,2008,92,EEA Only,See note about trial during search. Info taken from document on EUCTR and reg.,2007-001377-28
11/19/2021 12:47:34,2006,2296,EEA and Non-EEA,Used 2296 from CTG as seemed to be to broadest trial population definition.,2006-002529-21
11/19/2021 12:51:01,2009,40,EEA Only,Pieced together from all sources,2008-000245-55
11/19/2021 12:52:54,2011,120,EEA Only,Preferred estimated enrollment from EUCTR,2008-005925-12
11/19/2021 12:55:00,2012,721,EEA and Non-EEA,Agreement,2011-006174-47
11/19/2021 13:11:27,2008,132,Non-EEA,Agreement,2015-005190-21
11/19/2021 13:13:23,2009,45,EEA Only,34 inclusive of control group in paper,2009-013469-25
11/19/2021 13:16:27,2013,135,EEA Only,Agreement,2012-003487-48
11/19/2021 13:32:39,2012,24,EEA and Non-EEA,EUCTR results x-reffed with CTG,2011-004584-67
11/19/2021 13:34:01,2007,100,EEA Only,Agreement,2006-004397-27
11/19/2021 13:37:08,2007,210,EEA Only,Agreement,2006-001707-11
11/19/2021 13:39:05,2012,61,EEA Only,Agreement,2010-024046-29
11/19/2021 13:45:19,2005,118,EEA and Non-EEA,Agreement,2004-000367-98
11/19/2021 14:07:45,2012,189,EEA Only,50 actually switched to treatment but additional 139 were included as controls.,2012-001142-18
11/19/2021 14:08:58,2011,48,EEA Only,EUCTR reg only,2011-000291-34
11/19/2021 14:11:28,2010,194,EEA and Non-EEA,Agreement. 194 is randomized.,2011-000536-28
11/19/2021 14:12:23,2007,40,EEA Only,EUCTR reg only,2006-003473-27
11/19/2021 14:13:22,2013,10,EEA Only,Pieced together from registrations,2010-024665-52
11/19/2021 14:15:58,2013,68,EEA and Non-EEA,Agreement,2012-001711-23
11/19/2021 14:17:20,2004,151,EEA and Non-EEA,151 randomized per EUCTR results doc,2004-002078-45
11/19/2021 14:18:50,2014,81,EEA Only,Agreement (but mainly from CTG),2013-004544-32
11/19/2021 14:47:05,2012,243,EEA Only,Agreement. 243 is randomized.,2012-000057-31
11/19/2021 15:55:06,2008,130,EEA Only,EUCTR reg only,2007-002168-84
11/19/2021 15:57:44,2014,36,EEA Only,Agreement,2012-005842-39
11/19/2021 16:00:02,2012,309,EEA Only,Agreement,2011-005017-37
11/19/2021 16:02:12,2008,439,EEA and Non-EEA,Agreement,2007-001913-41
11/19/2021 16:03:16,2008,29,EEA Only,EUCTR reg only,2008-004432-20
11/19/2021 16:05:11,2011,60,EEA Only,Paper had final enrollment. ,2010-022699-30
11/19/2021 16:06:54,2014,63,EEA Only,agreement (63 randomized),2013-000823-15
11/19/2021 16:08:17,2008,129,EEA and Non-EEA,Agreement,2008-003016-35
11/19/2021 16:09:26,2006,21,EEA Only,EUCTR reg compared to located poster,2005-005914-18
11/19/2021 16:16:09,2011,12,EEA Only,Sources seem to agree 12 actually received treatment.,2010-022058-18
11/19/2021 16:22:10,2011,3,EEA Only,Agreement,2010-018776-24
11/19/2021 16:48:03,2005,43,EEA Only,Agreement,2005-001012-41
11/19/2021 17:18:39,2010,206,EEA and Non-EEA,Agreement,2009-017438-32
11/19/2021 17:23:38,2007,120,EEA Only,EUCTR results doc,2007-001465-14
11/19/2021 17:31:12,2015,36,EEA and Non-EEA,Preferencing EUCTR results but cross-reffed with CT.gov,2013-005628-41
11/19/2021 17:57:14,2009,48,EEA and Non-EEA,EUCTR. Enrollment from CTG/conference poster,2009-010730-21
11/19/2021 18:00:48,2011,315,EEA and Non-EEA,Agreement,2010-023002-13
11/19/2021 18:08:39,2006,24,EEA Only,Mainly from CTG and article,2005-003293-25
11/19/2021 18:15:28,2007,42,EEA Only,EUCTR results,2006-005953-31
11/19/2021 18:47:08,2009,10,EEA Only,Agreement,2009-014765-74
11/19/2021 21:27:21,2008,14,EEA Only,Agreement,2008-004126-16
11/19/2021 21:28:34,2010,7,EEA Only,CTG entry,2009-016090-14
11/19/2021 21:31:27,2007,52,EEA Only,Agreement,2007-002920-14
11/19/2021 21:33:01,2007,111,EEA Only,EUCTR results,2007-000532-47
11/19/2021 21:35:12,2004,469,EEA and Non-EEA,Agreement,2004-000363-10
11/19/2021 21:36:57,2008,47,EEA Only,Agreement,2007-003080-45
11/19/2021 21:38:43,2010,282,EEA Only,Agreement,2009-013856-61
11/19/2021 21:40:07,2010,38,EEA Only,Agreement. Start date from EUCTR approvals.,2013-003323-11
11/19/2021 21:42:27,2014,48,EEA and Non-EEA,Agreement,2013-003183-31
11/19/2021 21:43:57,2006,17,EEA Only,EUCTR results,2006-001559-37
11/19/2021 21:44:49,2007,90,EEA Only,EUCTR reg only,2007-001678-10
11/19/2021 21:47:22,2015,12,EEA Only,Agreement,2015-002724-16
11/19/2021 22:06:54,2011,566,EEA and Non-EEA,Agreement,2010-019968-37
11/22/2021 12:47:32,2005,267,EEA and Non-EEA,Agreement,2007-004350-82
12/21/2021 22:29:36,2011,41,EEA Only,Mainly from EUCTR. Slight discrepancies between sources but 41 people were enrolled and 35 completed.,2010-022772-31
12/21/2021 22:44:41,2006,90,EEA Only,Did best I could with EUCTR entry,2005-004736-51
12/21/2021 22:47:50,2011,233,EEA Only,Paper said 233 randomised and only in Spain. 2011 from later updated ClinicalTrials.gov entry.,2010-018379-70
12/21/2021 22:51:02,2009,39,EEA Only,Mainly from paper.,2007-005232-81
12/21/2021 22:52:49,2005,8,EEA Only,Enrollment from paper. Other from EUCTR reg.,2005-002208-40
12/21/2021 22:56:05,2004,150,EEA and Non-EEA,Pieced together from registrations.,2004-004296-11
12/21/2021 22:57:24,2005,20,EEA Only,Based on EUCTR reg,2005-000710-12
12/21/2021 23:01:00,2011,45,EEA Only,"Enrollment from paper, others from EUCTR entry",2010-019195-67
12/22/2021 2:11:56,2012,30,EEA Only,From EUCTR reg,2011-005666-37
12/22/2021 2:21:29,2012,47,EEA Only,Final report in paper seems to have had 47 people in it despite CT.gov saying 37. Other info from Clinicaltrials.gov,2011-002472-16
12/22/2021 2:27:37,2006,42,EEA and Non-EEA,The study technically was planned internationally but they only had Italian data in the end.,2006-000713-37
12/22/2021 2:30:01,2017,113,EEA Only,Agreement,2016-002531-15
12/22/2021 2:32:19,2007,66,EEA Only,Mainly from paper. Location from EUCTR reg.,2006-002152-16
12/22/2021 2:35:04,2008,22,EEA Only,Paper and EUCTR entry,2007-007094-23
12/22/2021 2:38:17,2010,38,EEA Only,38 includes healthy controls.,2010-022693-14
12/22/2021 2:45:07,1999,85,EEA Only,Mainly from paper.,2006-002737-21
12/22/2021 2:51:48,2009,39,EEA Only,Paper has 39 people across the two studies that form something like an ITT population.,2009-011582-88
12/22/2021 2:54:06,2009,10,EEA Only,Combination of paper and EUCTR reg,2006-006749-15
12/22/2021 2:57:56,2006,25,EEA Only,Combo of paper and EUCTR,2005-001004-39
12/22/2021 3:01:21,2009,40,EEA Only,Papers compared to EUCTR entry. Both papers combined had 40 participants.,2005-005453-21
2/24/2023 13:11:47,2015,57,EEA Only,From EUCTR reg,2015-002963-40
